# # 'atwood' 'velocity'  'width-0'  'width-1'  'width-2'  'width-3'  'width-4'  'width-5'  'width-6'  'width-7'  'width-8'  'width-9'  'width-10' 
4.329999999999999960e-01,9.190000000000000391e-01,6.646701940886624582e-01,6.700064643161022238e-01,6.886185872749489567e-01,7.288248978338185413e-01,8.087510291320427758e-01,9.505211654228971074e-01,1.188543535511052074e+00,1.553789848483321467e+00,2.079270080793004016e+00,2.773438080860102684e+00,3.671474848739941343e+00
3.860000000000000098e-01,9.729999999999999760e-01,6.646701940889262472e-01,6.700191503548610372e-01,6.881299679649551804e-01,7.256567147213760505e-01,7.994374795665100120e-01,9.232370761668372561e-01,1.133584870489954932e+00,1.450879242361269306e+00,1.911159524286571765e+00,2.512409839125552935e+00,3.288306455546082585e+00
5.190000000000000169e-01,9.609999999999999654e-01,6.646701940881599713e-01,6.716479473619574314e-01,6.975368868712142900e-01,7.547921387098797119e-01,8.732297151696609694e-01,1.083747066330015052e+00,1.435499194522211086e+00,1.979620550326955719e+00,2.734333722302896064e+00,3.697400664315757535e+00,4.840654249286338029e+00
5.440000000000000391e-01,1.028999999999999915e+00,6.646701940880181958e-01,6.730419822810442820e-01,7.046379634358844735e-01,7.731822919392179472e-01,9.168517208686388642e-01,1.166101684924125026e+00,1.583257303928594650e+00,2.208127032005985146e+00,3.063816073381640859e+00,4.158249164826377964e+00,5.400657652889083948e+00
4.219999999999999862e-01,9.180000000000000382e-01,6.646701940887254079e-01,6.698885307965518621e-01,6.879604673438614038e-01,7.263677116625469887e-01,8.034344978617656841e-01,9.378195353611775698e-01,1.166144534322860471e+00,1.515468669462739726e+00,2.024609578237773100e+00,2.710305154290463481e+00,3.568548939739527803e+00
4.550000000000000155e-01,9.639999999999999680e-01,6.646701940885353377e-01,6.708299326128031037e-01,6.925975464466469500e-01,7.413108328459813157e-01,8.342553688723725047e-01,1.003365130642575931e+00,1.277727931756033941e+00,1.706111960351731183e+00,2.316117151215596692e+00,3.102262946470335958e+00,4.018050526488161189e+00
4.699999999999999734e-01,9.979999999999999982e-01,6.646701940884469639e-01,6.714788124739348163e-01,6.957597947399409843e-01,7.511977281500751280e-01,8.542057348236358205e-01,1.043198056841517785e+00,1.344145977114497903e+00,1.809579484717112940e+00,2.465630166174197058e+00,3.321143733869846404e+00,4.321802760261632237e+00
4.799999999999999822e-01,9.699999999999999734e-01,6.646701940883884552e-01,6.712529935474582654e-01,6.949375458108840720e-01,7.495803686071239591e-01,8.519678267889748691e-01,1.042245429631930342e+00,1.349359362618214986e+00,1.827286913334071672e+00,2.486031289290476121e+00,3.361363621971844129e+00,4.413750444177234833e+00
5.290000000000000258e-01,9.979999999999999982e-01,6.646701940881030168e-01,6.723300880466898111e-01,7.009284334295881047e-01,7.632996271461335303e-01,8.933648699829741524e-01,1.119866970781048909e+00,1.497019460659875234e+00,2.074559048703458863e+00,2.864248929502560603e+00,3.828425891316911578e+00,4.899798456368842814e+00
5.430000000000000382e-01,9.849999999999999867e-01,6.646701940880237469e-01,6.723415041251448176e-01,7.013343356774410786e-01,7.646365250165497729e-01,8.986267621709680409e-01,1.133320189766411135e+00,1.528529807354487957e+00,2.130665636416963160e+00,2.952526386449874973e+00,3.977330101269130669e+00,5.131293174898908127e+00
