# # 'atwood' 'velocity'  'width-0'  'width-1'  'width-2'  'width-3'  'width-4'  'width-5'  'width-6'  'width-7'  'width-8'  'width-9'  'width-10' 
3.160000000000000031e-01,1.068999999999999950e+00,6.646701940892835170e-01,6.699280280467870829e-01,6.870785537672516874e-01,7.227887610736876134e-01,7.846316868988593152e-01,8.919483804600601973e-01,1.055172213498026590e+00,1.307076354508277971e+00,1.662655368648942256e+00,2.145505006417524729e+00,2.763787723159335297e+00
3.290000000000000147e-01,1.092999999999999972e+00,6.646701940892207894e-01,6.703973366353516150e-01,6.891758788839207339e-01,7.281799744516911366e-01,7.969829290361660767e-01,9.140601718746300675e-01,1.094611055414343115e+00,1.368130872899605333e+00,1.751726382015329930e+00,2.267253305253058127e+00,2.925409148362816403e+00
3.760000000000000009e-01,1.032999999999999918e+00,6.646701940889805371e-01,6.705492134343078448e-01,6.903109944439972390e-01,7.310415252192008495e-01,8.093400167263076206e-01,9.389486851220850694e-01,1.154661110238232702e+00,1.476533518360594766e+00,1.940622844022607207e+00,2.558949009829657673e+00,3.347032530372188397e+00
3.669999999999999929e-01,1.014000000000000012e+00,6.646701940890274996e-01,6.701780042950113980e-01,6.886186761786059485e-01,7.268227905275003176e-01,7.995670952751913196e-01,9.209791884259375117e-01,1.123199628152303342e+00,1.428722173251004257e+00,1.875082814258097086e+00,2.478543059168189622e+00,3.240066138077878577e+00
3.430000000000000271e-01,1.078000000000000069e+00,6.646701940891520666e-01,6.705254694539639626e-01,6.898548129159931541e-01,7.299310525652537018e-01,8.026611869419311152e-01,9.243208822519221046e-01,1.117189617306021621e+00,1.406938782232873608e+00,1.816590771329406273e+00,2.372599739900146165e+00,3.084265875383098265e+00
3.449999999999999734e-01,9.989999999999999991e-01,6.646701940891410754e-01,6.697087666783052562e-01,6.863966695621800396e-01,7.212289499367386947e-01,7.853064356627380560e-01,8.937389985580703744e-01,1.068835305849623607e+00,1.335535756324496059e+00,1.720481669962589777e+00,2.244620917208652422e+00,2.925197447581068477e+00
3.410000000000000253e-01,9.260000000000000453e-01,6.646701940891621696e-01,6.689983038766411649e-01,6.833285970325004843e-01,7.134549208924871877e-01,7.689905718317507910e-01,8.645348007370666776e-01,1.020230432038777391e+00,1.262438434602274784e+00,1.619227357682327062e+00,2.113598210321232962e+00,2.752344676442311844e+00
3.119999999999999996e-01,1.062999999999999945e+00,6.646701940893027238e-01,6.698236849715867303e-01,6.866068864222220069e-01,7.215472995124520006e-01,7.818205831101991965e-01,8.866088013686985736e-01,1.045345880162167562e+00,1.290801468575857092e+00,1.636566552921972395e+00,2.103632530209320617e+00,2.698806956454315564e+00
3.589999999999999858e-01,1.002999999999999892e+00,6.646701940890691329e-01,6.700021119459370622e-01,6.877708139312538327e-01,7.246500194439646769e-01,7.939204095828267249e-01,9.096849951641883258e-01,1.099984076663971910e+00,1.386474186558004362e+00,1.802463770445130953e+00,2.370712619931194087e+00,3.100956822160835458e+00
3.350000000000000200e-01,1.030000000000000027e+00,6.646701940891912574e-01,6.699007942427007700e-01,6.871286695920052479e-01,7.230760883932515481e-01,7.877869207731265089e-01,8.980326868678328855e-01,1.072029528532280951e+00,1.337553463525025021e+00,1.716223554958467901e+00,2.228481820662190582e+00,2.869342618836935976e+00
