iteration,x,y,sim_end_res
1,9.0,-4.0,97.0
2,9.45,-4.0,105.30249999999998
3,9.0,-4.2,98.64
4,8.549999999999999,-4.199999999999999,90.74249999999998
5,8.099999999999998,-4.299999999999999,84.09999999999997
6,8.099999999999998,-4.099999999999999,82.41999999999996
7,7.649999999999999,-4.049999999999999,74.92499999999997
8,6.7499999999999964,-4.349999999999998,64.48499999999993
9,5.624999999999993,-4.524999999999997,52.11624999999989
10,5.174999999999994,-4.274999999999997,45.05624999999991
11,3.712499999999992,-4.262499999999996,31.951562499999905
12,1.6874999999999858,-4.737499999999994,25.29156249999989
13,-1.2937500000000206,-5.0,26.67378906250005
14,-0.2250000000000156,-4.4749999999999925,20.07624999999994
15,-3.15000000000002,-4.44999999999999,29.72500000000004
16,-2.2500000000000213,-4.94999999999999,29.565
17,-0.7593750000000181,-4.778124999999992,23.40712890624995
18,-2.6718750000000195,-4.515624999999991,27.52978515625002
19,0.5976562499999845,-4.6820312499999925,22.278609619140536
20,1.132031249999987,-4.378906249999993,20.456314697265533
21,0.3093749999999868,-4.171874999999993,17.50025390624993
22,0.165234374999988,-3.916796874999992,15.36860015869134
23,-1.1917968750000143,-4.012890624999992,17.523670959472625
24,-0.8015625000000108,-3.4546874999999915,12.577368164062458
25,-1.0898437500000084,-2.94453124999999,9.858023681640583
26,0.2671874999999941,-2.8484374999999904,8.184985351562442
27,0.9966796874999986,-2.2662109374999897,6.1290824127196775
28,-0.2583984374999979,-1.2939453124999876,1.741064224243131
29,-0.4702148437499909,0.0174804687500147,0.2214075660705486
30,1.616308593750016,0.6958007812500151,3.096592197418285
31,0.1494140625000266,2.9794921875000195,8.899698257446413
32,0.7848632812500056,-0.9547851562499874,1.5276250648498384
33,-1.3016601562500014,-1.6331054687499875,4.361352634429895
34,0.8868164062500117,0.1135742187500143,0.7993424415588619
35,-0.3682617187499848,1.0858398437500163,1.3146648597717527
36,-0.0799804687499872,0.5756835937500155,0.3378084754944006
37,-1.4370117187499898,0.4795898437500159,2.2950090980529643
38,0.3058593750000113,0.2050781250000147,0.1356069946289192
39,-0.0843749999999923,-0.353124999999986,0.1318164062499888
40,-0.0865722656249949,-0.8175292968749868,0.675848908424355
41,0.6916992187500098,-0.165527343749986,0.5058471107483
42,-0.1797363281249907,-0.0282714843749854,0.0331044244766193
43,-0.5699707031249943,-0.5864746093749862,0.6688190698623431
44,0.0869018554687598,0.0071899414062645,0.0076036277413387
45,-0.0084594726562384,0.3320434570312651,0.1103244200348952
46,-0.0274383544921769,0.1607513427734523,0.0265938575007063
47,0.2391998291015736,0.1962127685547022,0.0957160087861231
48,-0.0750022888183496,0.0278495788574364,0.0064009423705276
49,0.0393379211425872,-0.1257118225097513,0.0173509343585436
